Order_ID,Product_ID,Product_Name,Category,Price,Quantity,Order_Date,Shipping_Cost,Region,Total_Sale
A6258,P1422,To,Sports,143.31,5,2025-03-22,10.86,Ohio,727.41
A6259,P764,Fast,Sports,111.2,3,2024-11-22,0.41,Florida,334.01
A6260,P939,Live,Books,276.29,5,2023-07-28,9.96,Illinois,1391.41
A6261,P1344,Series,Books,107.87,3,2025-02-14,13.38,California,336.99
A6262,P523,On,Toys,138.15,1,2023-08-20,5.17,New York,143.32
A6263,P1386,Brother,Home & Kitchen,147.8,1,2024-11-21,8.81,Florida,156.61
A6264,P1448,Mind,Clothing,437.55,2,2024-03-06,7.97,Ohio,883.07
A6265,P1451,President,Toys,177.48,3,2024-06-29,11.99,New York,544.43
A6266,P692,Shoulder,Clothing,144.29,4,2025-03-18,4.29,Illinois,581.45
A6267,P675,Issue,Clothing,144.44,3,2025-04-29,11.23,Washington,444.55
A6268,P695,Third,Toys,471.61,4,2024-11-30,0.41,Ohio,1886.85
A6269,P631,Police,Books,46.74,3,2023-11-21,1.09,Illinois,141.31
A6270,P695,Method,Books,234.4,5,2023-10-14,11.68,Florida,1183.68
A6271,P881,Investment,Beauty,422.05,1,2024-09-16,12.68,Washington,434.73
A6272,P911,Reality,Sports,67.95,2,2025-05-04,5.71,Texas,141.61
A6273,P604,Sound,Home & Kitchen,289.75,4,2025-04-14,7.55,New York,1166.55
A6274,P958,Arrive,Clothing,277.72,4,2024-07-19,0.81,New York,1111.69
A6275,P1356,Wall,Electronics,201.8,4,2024-08-20,1.14,Illinois,808.34
A6276,P1044,Threat,Clothing,22.25,5,2024-03-22,4.38,Texas,115.63
A6277,P1203,Environmental,Clothing,259.53,2,2024-11-27,13.36,Texas,532.42
A6278,P1453,Bit,Clothing,337.6,5,2024-09-10,8.28,Texas,1696.28
A6279,P1209,My,Electronics,330.3,5,2024-05-26,8.37,Texas,1659.87
A6280,P1208,Man,Books,86.61,5,2024-10-18,6.29,Illinois,439.34
A6281,P1283,General,Toys,73.47,5,2024-09-30,1.86,Illinois,369.21
A6282,P1201,Receive,Electronics,193.78,4,2024-12-08,10.59,Florida,785.71
A6283,P777,Develop,Home & Kitchen,434.14,4,2024-04-11,3.09,Washington,1739.65
A6284,P1155,Point,Electronics,319.19,2,2024-03-19,10.75,Illinois,649.13
A6285,P999,Cold,Sports,464.57,1,2024-03-15,14.21,California,478.78
A6286,P1300,Along,Electronics,51.7,5,2024-03-21,4.01,Florida,262.51
A6287,P1321,Month,Beauty,120.17,1,2023-11-05,3.71,Illinois,123.88
A6288,P990,Loss,Sports,479.56,5,2024-08-29,0.75,Texas,2398.55
A6289,P935,That,Home & Kitchen,218.93,4,2023-09-01,14.26,Washington,889.98
A6290,P1385,Rich,Electronics,168.07,2,2023-09-13,11.46,Ohio,347.6
A6291,P959,Story,Clothing,207.79,4,2025-04-16,2.47,Illinois,833.63
A6292,P1032,Success,Sports,21.89,5,2024-03-13,14.04,Texas,123.49
A6293,P848,Material,Beauty,158.76,3,2024-05-10,8.37,Washington,484.65
A6294,P840,Newspaper,Clothing,314.93,3,2024-08-09,6.28,California,951.07
A6295,P926,Quickly,Home & Kitchen,425.88,2,2023-07-21,4.75,Texas,856.51
A6296,P1116,Evening,Home & Kitchen,188.29,1,2024-11-06,12.95,California,201.24
A6297,P788,Expect,Toys,216.85,3,2024-06-05,8.13,New York,658.68
A6298,P978,Painting,Clothing,385.24,3,2023-09-01,12.5,Texas,1168.22
A6299,P1476,Ask,Electronics,63.22,5,2024-02-26,0.48,Washington,316.58
A6300,P1299,Myself,Home & Kitchen,135.43,5,2024-02-14,4.81,Ohio,681.96
A6301,P554,Offer,Electronics,477.83,1,2024-12-01,14.14,Illinois,491.97
A6302,P771,Region,Toys,184.59,5,2024-05-21,7.8,Washington,930.75
A6303,P564,Message,Electronics,128.15,1,2023-08-25,14.23,California,142.38
A6304,P871,Clearly,Electronics,350.2,5,2023-09-07,7.11,New York,1758.11
A6305,P1133,Scientist,Toys,182.56,5,2024-07-18,4.49,Illinois,917.29
A6306,P755,Attack,Clothing,180.55,3,2024-01-25,5.98,Washington,547.63
A6307,P1045,Time,Clothing,452.77,4,2023-11-24,2.02,New York,1813.1
A6308,P571,Off,Beauty,19.5,2,2023-08-20,1.66,Florida,40.66
A6309,P805,Consumer,Books,348.39,5,2024-11-05,12.9,New York,1754.85
A6310,P1051,Back,Beauty,137.04,4,2025-02-06,0.43,New York,548.59
A6311,P1236,No,Home & Kitchen,400.91,5,2025-01-10,8.44,Ohio,2012.99
A6312,P719,Fire,Clothing,16.32,5,2024-01-04,9.83,Ohio,91.43
A6313,P554,Throw,Toys,199.68,2,2024-06-05,9.75,Ohio,409.11
A6314,P721,Assume,Electronics,110.79,5,2023-09-02,4.96,Texas,558.91
A6315,P556,Assume,Toys,293.5,5,2023-09-25,11.56,New York,1479.06
A6316,P1373,If,Toys,8.48,2,2024-02-13,5.86,Ohio,22.82
A6317,P1420,Run,Electronics,208.79,2,2024-10-16,11.53,Washington,429.11
A6318,P961,Go,Clothing,127.19,5,2025-02-11,10.24,Illinois,646.19
A6319,P1382,Out,Toys,379.39,1,2023-09-05,2.47,Ohio,381.86
A6320,P1479,Situation,Beauty,29.14,4,2024-06-02,2.52,Ohio,119.08
A6321,P1071,Rule,Beauty,282.0,5,2024-09-28,8.33,New York,1418.33
A6322,P958,Exist,Electronics,453.32,3,2025-03-01,6.09,Washington,1366.05
A6323,P651,Relationship,Home & Kitchen,115.71,3,2024-08-14,11.24,Texas,358.37
A6324,P1430,Decide,Electronics,248.75,3,2025-04-08,2.46,Ohio,748.71
A6325,P957,But,Toys,62.8,3,2024-05-09,3.46,California,191.86
A6326,P734,Usually,Toys,142.51,3,2024-06-10,2.43,Washington,429.96
A6327,P1013,Institution,Home & Kitchen,333.8,1,2024-02-17,4.23,California,338.03
A6328,P1471,Successful,Electronics,290.82,5,2024-08-15,11.53,California,1465.63
A6329,P1482,You,Home & Kitchen,437.79,1,2023-09-23,13.83,Washington,451.62
A6330,P920,Time,Sports,480.16,1,2023-08-29,14.22,Illinois,494.38
A6331,P1374,Sort,Home & Kitchen,291.98,1,2024-09-21,6.99,California,298.97
A6332,P1169,Water,Beauty,360.8,4,2024-09-24,14.8,Florida,1458.0
A6333,P1286,Answer,Clothing,146.41,3,2023-08-02,7.67,Ohio,446.9
A6334,P1490,Leader,Electronics,307.2,5,2023-12-28,5.63,Texas,1541.63
A6335,P1112,Late,Electronics,126.24,4,2024-03-03,7.04,Washington,512.0
A6336,P1494,War,Toys,323.57,3,2023-09-17,1.04,Washington,971.75
A6337,P961,Wife,Toys,363.31,4,2024-09-13,0.68,Washington,1453.92
A6338,P944,Court,Toys,389.76,1,2025-01-09,14.59,Texas,404.35
A6339,P1139,Son,Home & Kitchen,451.37,5,2024-12-06,1.81,New York,2258.66
A6340,P925,Protect,Electronics,453.75,5,2023-07-12,3.89,Washington,2272.64
A6341,P907,Score,Books,151.21,2,2023-10-16,13.23,Florida,315.65
A6342,P538,Fly,Sports,437.87,3,2024-12-21,9.17,Ohio,1322.78
A6343,P996,Career,Home & Kitchen,439.16,2,2024-11-11,12.1,Ohio,890.42
A6344,P875,List,Toys,37.18,1,2023-12-03,12.26,New York,49.44
A6345,P1107,Likely,Electronics,391.4,5,2023-06-14,13.37,Illinois,1970.37
A6346,P1329,Plan,Sports,12.84,3,2023-06-08,13.99,Florida,52.51
A6347,P1016,Loss,Electronics,161.55,3,2025-02-06,4.62,California,489.27
A6348,P640,Begin,Clothing,130.57,1,2024-09-29,5.61,Texas,136.18
A6349,P1200,Star,Books,224.42,5,2025-02-12,0.39,New York,1122.49
A6350,P1452,Camera,Books,268.15,2,2023-11-05,8.08,New York,544.38
A6351,P751,Politics,Sports,299.91,5,2023-09-13,2.56,California,1502.11
A6352,P530,Base,Home & Kitchen,178.9,2,2024-12-01,3.9,New York,361.7
A6353,P548,Culture,Books,454.23,1,2024-12-27,7.1,New York,461.33
A6354,P653,Agreement,Books,265.47,5,2024-01-10,5.9,Illinois,1333.25
A6355,P818,Far,Beauty,262.04,1,2025-01-29,5.3,Ohio,267.34
A6356,P958,Think,Books,44.03,3,2023-11-28,5.99,Washington,138.08
A6357,P904,Myself,Electronics,370.09,4,2024-11-08,5.75,New York,1486.11
A6358,P612,Article,Electronics,139.71,4,2024-05-22,1.6,New York,560.44
A6359,P1024,Campaign,Home & Kitchen,164.54,1,2024-01-26,14.41,California,178.95
A6360,P1102,Story,Electronics,351.63,1,2024-06-16,5.65,New York,357.28
A6361,P831,Movie,Books,151.46,5,2023-12-18,6.12,Texas,763.42
A6362,P1344,Leave,Electronics,361.48,5,2023-08-06,1.81,New York,1809.21
A6363,P967,Now,Beauty,133.54,2,2025-03-18,6.07,New York,273.15
A6364,P1460,Attack,Clothing,442.34,4,2024-08-24,14.32,Washington,1783.68
A6365,P991,Still,Sports,170.28,2,2023-05-17,1.35,New York,341.91
A6366,P640,Past,Books,36.73,3,2024-07-28,3.4,California,113.59
A6367,P923,Threat,Beauty,111.6,4,2024-03-28,2.7,Washington,449.1
A6368,P595,Green,Toys,86.2,5,2024-03-31,11.75,Florida,442.75
A6369,P768,Land,Sports,222.87,5,2025-03-31,5.63,Illinois,1119.98
A6370,P970,Free,Beauty,209.23,2,2025-05-02,7.71,Texas,426.17
A6371,P546,Peace,Toys,323.26,4,2025-02-15,8.74,Illinois,1301.78
A6372,P706,Economic,Books,132.57,4,2025-03-28,13.14,California,543.42
A6373,P711,High,Clothing,106.33,5,2024-11-08,3.97,New York,535.62
A6374,P1098,Thousand,Sports,349.69,4,2024-09-29,2.01,Texas,1400.77
A6375,P890,Candidate,Electronics,263.08,4,2025-04-23,5.66,New York,1057.98
A6376,P1398,Degree,Clothing,452.09,4,2024-06-26,9.8,Texas,1818.16
A6377,P717,Might,Clothing,47.28,3,2024-02-16,8.57,Florida,150.41
A6378,P568,Any,Toys,292.32,1,2023-10-20,5.73,Texas,298.05
A6379,P929,Home,Sports,369.79,3,2023-08-20,0.44,Illinois,1109.81
A6380,P759,Life,Toys,28.08,1,2024-02-11,7.78,Washington,35.86
A6381,P502,Draw,Toys,221.56,2,2024-09-09,1.62,Ohio,444.74
A6382,P1036,Its,Beauty,115.31,1,2024-03-29,3.85,Washington,119.16
A6383,P832,Fund,Toys,396.33,2,2024-07-20,2.48,Washington,795.14
A6384,P961,Soldier,Beauty,124.3,5,2024-03-03,5.06,Ohio,626.56
A6385,P976,Worker,Electronics,297.74,1,2024-08-19,14.69,Illinois,312.43
A6386,P1376,Paper,Electronics,260.18,4,2025-05-02,8.38,New York,1049.1
A6387,P1355,Plan,Books,429.49,3,2024-05-24,11.46,Texas,1299.93
A6388,P621,Open,Home & Kitchen,438.14,4,2024-08-23,2.47,New York,1755.03
A6389,P894,Poor,Home & Kitchen,256.6,3,2023-10-19,11.68,Washington,781.48
A6390,P1329,Million,Home & Kitchen,282.59,3,2023-09-15,4.87,Illinois,852.64
A6391,P1475,Everybody,Books,8.42,4,2024-08-17,1.85,Washington,35.53
A6392,P939,Not,Clothing,225.27,1,2023-08-27,6.65,New York,231.92
A6393,P887,Story,Electronics,321.05,5,2025-05-06,8.08,California,1613.33
A6394,P1439,Than,Clothing,117.25,1,2024-08-17,7.62,Illinois,124.87
A6395,P1003,Television,Books,190.38,5,2024-08-13,14.24,Illinois,966.14
A6396,P1476,Happy,Electronics,217.31,3,2024-08-26,6.1,New York,658.03
A6397,P827,Stay,Toys,274.95,3,2024-11-13,2.79,Ohio,827.64
A6398,P934,Determine,Toys,465.23,2,2023-09-29,14.32,New York,944.78
A6399,P1068,Leg,Sports,181.8,5,2025-03-20,2.62,Washington,911.62
A6400,P872,Send,Clothing,265.21,3,2024-02-05,5.44,Illinois,801.07
A6401,P1075,Interesting,Clothing,419.86,1,2024-07-07,14.19,California,434.05
A6402,P594,Hold,Books,360.23,3,2024-10-12,13.61,California,1094.3
A6403,P712,Argue,Beauty,227.63,4,2025-03-06,4.44,Ohio,914.96
A6404,P1441,Respond,Sports,246.89,3,2024-08-16,2.61,Texas,743.28
A6405,P1222,Child,Sports,109.07,3,2025-04-09,6.83,Texas,334.04
A6406,P992,None,Toys,41.86,2,2024-11-08,13.94,New York,97.66
A6407,P666,Purpose,Electronics,131.58,2,2024-08-30,8.19,California,271.35
A6408,P1282,My,Home & Kitchen,278.09,1,2024-06-22,14.1,Washington,292.19
A6409,P542,Short,Beauty,325.72,4,2023-11-14,11.64,Texas,1314.52
A6410,P1469,Find,Clothing,288.01,1,2023-06-02,9.09,Texas,297.1
A6411,P818,Network,Electronics,142.04,4,2024-01-31,3.62,Texas,571.78
A6412,P817,Nothing,Clothing,219.53,4,2024-07-01,7.17,Florida,885.29
A6413,P1046,Blood,Sports,221.7,1,2024-06-14,13.19,Illinois,234.89
A6414,P1375,Sometimes,Electronics,455.65,2,2025-01-10,13.92,Ohio,925.22
A6415,P1317,Tax,Beauty,126.44,1,2024-12-21,10.19,New York,136.63
A6416,P1002,Note,Home & Kitchen,395.6,2,2024-06-28,10.08,Washington,801.28
A6417,P1222,Executive,Toys,354.15,1,2025-05-01,10.7,Illinois,364.85
A6418,P505,Or,Toys,379.65,3,2024-03-31,4.29,Texas,1143.24
A6419,P1054,After,Electronics,453.21,3,2025-03-28,11.29,Washington,1370.92
A6420,P1332,Property,Clothing,424.51,3,2024-08-24,0.58,Washington,1274.11
A6421,P934,Child,Beauty,92.61,3,2025-04-09,11.75,Florida,289.58
A6422,P1237,Available,Home & Kitchen,269.91,1,2023-11-19,7.61,Ohio,277.52
A6423,P951,Decide,Books,486.24,1,2023-07-15,14.29,California,500.53
A6424,P622,Free,Electronics,315.4,3,2025-04-02,11.53,Ohio,957.73
A6425,P637,Give,Sports,107.66,3,2024-02-19,4.95,Washington,327.93
A6426,P519,Anything,Toys,190.3,1,2023-07-06,7.47,Texas,197.77
A6427,P801,Local,Electronics,206.88,3,2024-02-22,9.14,Washington,629.78
A6428,P1444,Million,Electronics,10.87,3,2025-03-29,0.25,New York,32.86
A6429,P851,Man,Electronics,151.84,5,2023-07-29,5.85,Washington,765.05
A6430,P864,Program,Home & Kitchen,100.22,5,2025-04-10,2.67,Florida,503.77
A6431,P1116,Plant,Home & Kitchen,115.01,4,2024-09-12,5.11,New York,465.15
A6432,P1239,Become,Sports,285.32,4,2024-11-23,13.78,Florida,1155.06
A6433,P791,Change,Books,193.0,4,2023-12-07,1.28,Florida,773.28
A6434,P916,Story,Home & Kitchen,263.23,5,2023-07-17,3.9,Texas,1320.05
A6435,P1070,Return,Electronics,92.45,1,2024-09-26,2.85,New York,95.3
A6436,P686,Scene,Toys,495.77,1,2024-04-14,11.29,Washington,507.06
A6437,P1449,Miss,Books,143.86,5,2024-08-22,12.03,Texas,731.33
A6438,P1371,Great,Toys,32.59,3,2024-02-01,9.08,New York,106.85
A6439,P771,Against,Sports,49.89,3,2024-07-19,1.71,California,151.38
A6440,P1040,Want,Sports,266.53,3,2023-06-07,10.77,California,810.36
A6441,P1242,Career,Sports,327.4,2,2025-01-30,4.05,Illinois,658.85
A6442,P1006,Stuff,Home & Kitchen,348.2,5,2024-05-03,5.94,Texas,1746.94
A6443,P776,Impact,Sports,293.91,1,2023-05-19,6.36,Illinois,300.27
A6444,P1290,Glass,Electronics,170.84,3,2025-05-08,8.76,California,521.28
A6445,P1356,Bag,Beauty,85.18,5,2024-04-03,13.78,Washington,439.68
A6446,P1167,Garden,Electronics,241.15,2,2023-10-31,11.54,Ohio,493.84
A6447,P842,Growth,Electronics,171.83,3,2025-01-27,7.33,Florida,522.82
A6448,P970,Picture,Toys,56.3,5,2023-07-16,9.35,Florida,290.85
A6449,P1412,Model,Home & Kitchen,486.31,1,2024-02-22,5.83,Florida,492.14
A6450,P623,Plan,Electronics,97.3,2,2024-03-19,14.16,Florida,208.76
A6451,P970,Their,Books,174.01,1,2024-02-20,11.14,Texas,185.15
A6452,P1082,Certain,Toys,423.3,4,2025-03-08,8.71,Florida,1701.91
A6453,P1055,Site,Electronics,456.96,4,2024-12-06,13.1,Texas,1840.94
A6454,P917,High,Beauty,390.47,4,2025-05-02,2.1,Ohio,1563.98
A6455,P1235,And,Electronics,337.32,4,2023-07-03,13.96,Texas,1363.24
A6456,P878,Know,Clothing,405.68,1,2025-03-18,10.43,Washington,416.11
A6457,P1170,Event,Beauty,192.57,2,2023-11-26,14.48,Washington,399.62
A6458,P1296,Loss,Toys,145.01,1,2024-11-16,1.42,Washington,146.43
A6459,P1369,Tv,Beauty,69.6,1,2024-08-11,7.44,Ohio,77.04
A6460,P1432,Cold,Toys,169.4,5,2023-06-03,2.92,Illinois,849.92
A6461,P977,Design,Books,225.67,1,2024-06-12,5.86,Washington,231.53
A6462,P863,Ground,Beauty,335.01,2,2025-01-09,0.73,Washington,670.75
A6463,P711,Though,Home & Kitchen,385.53,1,2023-06-23,11.97,Texas,397.5
A6464,P587,Describe,Toys,258.92,1,2025-04-06,6.69,Ohio,265.61
A6465,P1139,Executive,Beauty,354.4,1,2023-07-12,3.93,New York,358.33
A6466,P886,By,Books,386.69,4,2025-04-19,11.22,Illinois,1557.98
A6467,P1387,Thing,Electronics,272.46,3,2024-10-19,5.87,New York,823.25
A6468,P971,Establish,Beauty,450.57,5,2023-09-19,3.93,Ohio,2256.78
A6469,P600,Similar,Home & Kitchen,166.8,1,2024-11-15,1.54,Florida,168.34
A6470,P1316,Level,Beauty,117.41,4,2025-01-07,2.74,California,472.38
A6471,P1239,Executive,Electronics,276.08,3,2023-08-16,1.7,New York,829.94
A6472,P781,Trouble,Sports,319.08,2,2024-07-30,10.51,California,648.67
A6473,P1494,Home,Sports,173.04,1,2024-12-28,9.82,Illinois,182.86
A6474,P1053,Ahead,Sports,256.95,1,2024-08-19,4.41,California,261.36
A6475,P677,Truth,Sports,363.98,3,2024-02-23,8.0,Washington,1099.94
A6476,P1056,Paper,Beauty,341.9,3,2025-05-03,14.31,Texas,1040.01
A6477,P1083,Little,Beauty,265.08,2,2024-06-18,12.71,Texas,542.87
A6478,P1431,Girl,Clothing,150.43,2,2023-09-21,4.11,New York,304.97
A6479,P564,He,Clothing,485.33,5,2023-12-15,4.38,Illinois,2431.03
A6480,P1115,Public,Sports,269.2,5,2024-03-02,4.6,Washington,1350.6
A6481,P1495,Should,Books,274.9,5,2023-08-13,11.06,Florida,1385.56
A6482,P1377,Truth,Books,474.81,3,2025-02-09,13.27,Florida,1437.7
A6483,P1074,Structure,Clothing,5.1,4,2025-03-31,7.58,New York,27.98
A6484,P812,Man,Home & Kitchen,140.92,1,2024-04-21,1.9,California,142.82
A6485,P1173,Old,Home & Kitchen,146.23,4,2023-05-18,5.79,New York,590.71
A6486,P1201,Style,Books,56.9,5,2024-07-17,12.81,Washington,297.31
A6487,P743,Or,Books,389.85,2,2024-05-05,14.54,Illinois,794.24
A6488,P997,Executive,Sports,455.54,4,2024-08-24,14.44,Washington,1836.6
A6489,P744,Culture,Toys,479.97,3,2024-08-20,12.54,Florida,1452.45
A6490,P1044,Analysis,Clothing,395.55,3,2024-07-08,8.1,Washington,1194.75
A6491,P1320,Possible,Sports,399.1,3,2023-11-09,11.36,Washington,1208.66
A6492,P1465,Cup,Sports,353.29,3,2023-12-13,8.36,Washington,1068.23
A6493,P1422,Mission,Electronics,220.29,3,2023-05-16,5.87,New York,666.74
A6494,P1151,Pressure,Beauty,327.26,3,2023-10-04,11.64,Ohio,993.42
A6495,P1185,Need,Sports,180.05,2,2025-02-12,11.37,Texas,371.47
A6496,P581,Action,Toys,149.34,3,2024-06-15,13.58,Illinois,461.6
A6497,P1100,World,Clothing,278.27,1,2024-10-08,6.44,Washington,284.71
A6498,P1067,Activity,Electronics,467.53,2,2024-06-10,2.43,Ohio,937.49
A6499,P729,The,Electronics,187.92,3,2024-09-27,14.43,Illinois,578.19
A6500,P926,Field,Sports,372.94,2,2024-09-24,2.85,Florida,748.73
A6501,P948,Positive,Toys,130.64,2,2024-07-25,4.87,Ohio,266.15
A6502,P1174,Executive,Toys,39.12,2,2023-12-25,7.66,Illinois,85.9
A6503,P838,Prove,Electronics,133.51,2,2024-05-11,0.13,New York,267.15
A6504,P932,Other,Sports,86.52,4,2025-04-29,13.53,California,359.61
A6505,P854,Story,Home & Kitchen,324.98,3,2024-10-01,0.57,New York,975.51
A6506,P1043,Mind,Books,451.1,4,2024-07-23,13.33,Washington,1817.73
A6507,P872,Government,Books,453.93,5,2024-11-16,11.91,Illinois,2281.56
A6508,P519,Personal,Sports,294.81,3,2024-07-11,6.07,New York,890.5
A6509,P670,Action,Home & Kitchen,193.1,1,2025-01-06,8.81,New York,201.91
A6510,P952,Take,Sports,407.56,4,2024-08-29,13.0,Illinois,1643.24
A6511,P895,Today,Beauty,472.69,2,2025-02-25,11.46,New York,956.84
A6512,P1238,Article,Sports,124.99,3,2025-03-05,4.43,Florida,379.4
A6513,P1236,Not,Home & Kitchen,208.99,5,2023-09-13,7.09,California,1052.04
A6514,P836,Social,Beauty,74.74,4,2024-04-14,2.01,Ohio,300.97
A6515,P793,Time,Toys,250.82,4,2023-07-29,6.83,Florida,1010.11
A6516,P887,Reach,Clothing,146.26,5,2023-08-18,4.69,Texas,735.99
A6517,P1347,Few,Beauty,333.79,2,2023-05-28,0.31,New York,667.89
A6518,P1169,Establish,Home & Kitchen,165.8,2,2024-10-20,4.82,Florida,336.42
A6519,P708,Marriage,Electronics,61.15,2,2024-12-17,12.74,Washington,135.04
A6520,P900,Smile,Toys,218.69,3,2024-07-17,14.35,Ohio,670.42
A6521,P710,Sing,Electronics,344.15,4,2023-07-01,7.74,Washington,1384.34
A6522,P1306,Staff,Books,402.3,2,2024-02-12,0.75,Washington,805.35
A6523,P982,White,Toys,5.79,1,2025-03-14,8.95,Washington,14.74
A6524,P699,Bag,Beauty,142.25,3,2024-08-26,9.78,Illinois,436.53
A6525,P925,According,Beauty,133.62,4,2024-09-22,4.81,California,539.29
A6526,P643,Would,Books,172.54,3,2024-09-30,6.84,Florida,524.46
A6527,P1280,Girl,Sports,147.76,2,2024-08-30,0.52,California,296.04
A6528,P1163,Ready,Toys,224.0,2,2025-02-09,0.28,New York,448.28
A6529,P982,Same,Beauty,134.02,5,2023-09-17,13.77,Florida,683.87
A6530,P506,North,Sports,300.92,2,2024-01-19,0.3,Texas,602.14
A6531,P784,Right,Sports,445.36,4,2025-02-01,11.59,Illinois,1793.03
A6532,P780,Point,Clothing,271.07,2,2024-05-06,2.52,Florida,544.66
A6533,P1474,Surface,Home & Kitchen,190.57,3,2024-04-06,4.21,Florida,575.92
A6534,P524,Standard,Toys,174.99,3,2023-10-27,2.0,California,526.97
A6535,P1397,Strong,Toys,69.67,2,2023-09-18,11.73,California,151.07
A6536,P862,Here,Toys,276.47,5,2024-08-14,8.26,New York,1390.61
A6537,P617,Since,Sports,345.79,5,2024-12-05,14.56,California,1743.51
A6538,P1025,Word,Electronics,244.78,4,2023-08-17,5.7,California,984.82
A6539,P1203,The,Electronics,79.78,1,2024-01-02,2.17,Illinois,81.95
A6540,P1436,Interesting,Books,410.94,4,2024-06-27,13.29,Ohio,1657.05
A6541,P626,May,Clothing,480.26,5,2024-02-16,1.71,Illinois,2403.01
A6542,P1075,Left,Books,380.43,1,2024-09-25,6.03,California,386.46
A6543,P871,Word,Books,71.59,5,2024-08-10,5.1,Ohio,363.05
A6544,P1057,People,Beauty,370.27,5,2024-04-11,8.53,Illinois,1859.88
A6545,P532,Cold,Books,124.89,1,2024-06-23,14.91,Ohio,139.8
A6546,P734,Everything,Home & Kitchen,320.58,2,2024-09-16,8.87,California,650.03
A6547,P1285,Growth,Beauty,222.77,1,2023-08-28,12.1,Florida,234.87
A6548,P602,Scene,Electronics,46.92,4,2024-03-30,14.79,Ohio,202.47
A6549,P1310,Me,Beauty,306.44,2,2025-01-22,5.1,Florida,617.98
A6550,P1236,Level,Home & Kitchen,15.27,4,2024-12-05,6.64,Ohio,67.72
A6551,P1018,Itself,Sports,259.19,2,2024-09-11,11.3,Ohio,529.68
A6552,P727,Candidate,Clothing,154.3,5,2025-03-17,8.88,California,780.38
A6553,P1065,Challenge,Toys,358.11,3,2024-04-09,9.72,New York,1084.05
A6554,P1105,Structure,Home & Kitchen,126.69,5,2024-06-05,7.19,Florida,640.64
A6555,P1496,Phone,Toys,392.96,4,2023-06-19,4.83,Illinois,1576.67
A6556,P909,Ahead,Toys,283.99,5,2023-06-07,5.99,Illinois,1425.94
A6557,P1084,Wife,Toys,103.5,4,2024-06-19,5.3,Washington,419.3
A6558,P954,National,Electronics,398.08,3,2023-05-30,0.48,Florida,1194.72
A6559,P848,Mind,Beauty,193.75,1,2023-11-19,12.06,Ohio,205.81
A6560,P1411,Single,Books,357.71,4,2025-02-07,0.71,Texas,1431.55
A6561,P1411,Speech,Toys,224.32,5,2025-02-08,12.52,Florida,1134.12
A6562,P813,Everything,Toys,466.7,5,2024-06-17,10.68,New York,2344.18
A6563,P642,Table,Electronics,184.66,1,2025-03-11,9.29,Ohio,193.95
A6564,P890,College,Clothing,310.82,2,2024-06-13,6.14,New York,627.78
A6565,P892,Into,Sports,478.23,1,2024-04-22,0.4,New York,478.63
A6566,P1083,Agree,Sports,144.38,4,2024-09-12,0.06,Texas,577.58
A6567,P1045,Outside,Electronics,348.96,3,2025-02-12,7.14,New York,1054.02
A6568,P1448,Rest,Books,384.02,2,2024-06-13,14.54,Illinois,782.58
A6569,P901,Need,Sports,278.59,3,2024-11-24,4.52,California,840.29
A6570,P1137,Accept,Toys,335.66,1,2024-09-14,3.41,Florida,339.07
A6571,P751,Democratic,Home & Kitchen,298.02,1,2024-12-28,12.45,Ohio,310.47
A6572,P1366,War,Beauty,11.88,5,2024-08-09,7.98,Washington,67.38
A6573,P1049,History,Books,393.4,2,2025-04-07,9.91,New York,796.71
A6574,P1438,Clearly,Sports,322.45,3,2024-01-22,7.82,California,975.17
A6575,P1195,Fast,Sports,236.62,3,2023-08-16,5.34,New York,715.2
A6576,P835,Indeed,Electronics,281.63,4,2023-06-29,9.79,Illinois,1136.31
A6577,P838,Member,Books,399.51,5,2025-02-16,12.5,New York,2010.05
A6578,P846,Feel,Toys,250.87,2,2024-10-08,9.77,Texas,511.51
A6579,P1393,Chair,Clothing,168.95,4,2023-11-20,12.29,Texas,688.09
A6580,P866,Learn,Clothing,345.12,4,2025-05-02,5.4,Florida,1385.88
A6581,P857,Senior,Home & Kitchen,243.04,4,2024-03-12,1.16,Illinois,973.32
A6582,P1254,Couple,Toys,421.34,1,2024-10-05,14.32,Washington,435.66
A6583,P1287,Current,Sports,341.43,1,2024-12-04,5.48,California,346.91
A6584,P612,Charge,Home & Kitchen,396.89,1,2023-10-27,6.3,Washington,403.19
A6585,P599,Available,Sports,84.16,5,2023-08-03,14.07,California,434.87
A6586,P728,Main,Beauty,218.8,4,2023-11-10,7.52,Ohio,882.72
A6587,P1213,Individual,Home & Kitchen,373.36,2,2023-09-11,4.12,Ohio,750.84
A6588,P715,Debate,Toys,60.16,4,2024-11-10,5.53,Texas,246.17
A6589,P1483,Firm,Books,329.78,4,2025-02-04,4.92,Texas,1324.04
A6590,P1167,Guess,Beauty,247.29,1,2024-11-02,13.75,Florida,261.04
A6591,P747,Owner,Toys,435.76,5,2025-04-03,7.7,California,2186.5
A6592,P641,Road,Home & Kitchen,416.53,4,2023-09-21,9.74,Illinois,1675.86
A6593,P583,Majority,Books,416.15,5,2023-06-07,1.34,New York,2082.09
A6594,P1374,Law,Clothing,52.03,5,2024-05-03,2.05,Washington,262.2
A6595,P1383,Clear,Toys,438.34,1,2025-01-01,9.73,Florida,448.07
A6596,P1085,Expert,Toys,493.27,1,2023-07-13,5.24,Washington,498.51
